"x","y","country","gender"
14623.3535362585,3.41318963062428e-06,"Japan","all"
14679.5123053869,3.3332074834608e-06,"Japan","all"
14735.6710745152,3.2399477459698e-06,"Japan","all"
14791.8298436435,3.13538355016418e-06,"Japan","all"
14847.9886127718,3.02316359500445e-06,"Japan","all"
14904.1473819001,2.90883881642235e-06,"Japan","all"
14960.3061510284,2.79775423140618e-06,"Japan","all"
15016.4649201567,2.69402148271196e-06,"Japan","all"
15072.623689285,2.60038880429193e-06,"Japan","all"
15128.7824584133,2.51797671774288e-06,"Japan","all"
15184.9412275416,2.44630196639638e-06,"Japan","all"
15241.0999966699,2.38356174234183e-06,"Japan","all"
15297.2587657982,2.3271101175257e-06,"Japan","all"
15353.4175349265,2.27403072158098e-06,"Japan","all"
15409.5763040548,2.22169792465097e-06,"Japan","all"
15465.7350731831,2.16822503633722e-06,"Japan","all"
15521.8938423114,2.11272218426761e-06,"Japan","all"
15578.0526114397,2.05527265206291e-06,"Japan","all"
15634.211380568,1.99718172416703e-06,"Japan","all"
15690.3701496963,1.93991651233636e-06,"Japan","all"
15746.5289188246,1.88485492701785e-06,"Japan","all"
15802.6876879529,1.83303562430421e-06,"Japan","all"
15858.8464570812,1.78502356467123e-06,"Japan","all"
15915.0052262095,1.74091164995669e-06,"Japan","all"
15971.1639953379,1.70042795993778e-06,"Japan","all"
16027.3227644662,1.66309875425997e-06,"Japan","all"
16083.4815335945,1.62841179864411e-06,"Japan","all"
16139.6403027228,1.59593225530679e-06,"Japan","all"
16195.7990718511,1.56534173187171e-06,"Japan","all"
16251.9578409794,1.53643778336437e-06,"Japan","all"
16308.1166101077,1.50890889792639e-06,"Japan","all"
16364.275379236,1.48212137963151e-06,"Japan","all"
16420.4341483643,1.45525399710649e-06,"Japan","all"
16476.5929174926,1.42719278709367e-06,"Japan","all"
16532.7516866209,1.3966013597666e-06,"Japan","all"
16588.9104557492,1.36205564673782e-06,"Japan","all"
16645.0692248775,1.322223625534e-06,"Japan","all"
16701.2279940058,1.27606376824402e-06,"Japan","all"
16757.3867631341,1.22301235399606e-06,"Japan","all"
16813.5455322624,1.16312953256002e-06,"Japan","all"
16869.7043013907,1.09717736143792e-06,"Japan","all"
16925.863070519,1.02661021031531e-06,"Japan","all"
16982.0218396473,9.53494118780894e-07,"Japan","all"
17038.1806087756,8.80711114585245e-07,"Japan","all"
17094.3393779039,8.10780763752879e-07,"Japan","all"
17150.4981470322,7.45907100319599e-07,"Japan","all"
17206.6569161605,6.87813527149554e-07,"Japan","all"
17262.8156852888,6.37613944758475e-07,"Japan","all"
17318.9744544172,5.95773353752365e-07,"Japan","all"
17375.1332235455,5.62151553030137e-07,"Japan","all"
17431.2919926738,5.36110912836717e-07,"Japan","all"
17487.4507618021,5.16661662655558e-07,"Japan","all"
17543.6095309304,5.02616423639569e-07,"Japan","all"
17599.7683000587,4.9272959315012e-07,"Japan","all"
17655.927069187,4.85850279929425e-07,"Japan","all"
17712.0858383153,4.80866034082078e-07,"Japan","all"
17768.2446074436,4.7671484984576e-07,"Japan","all"
17824.4033765719,4.72709600518262e-07,"Japan","all"
17880.5621457002,4.68328659071069e-07,"Japan","all"
17936.7209148285,4.63203786123003e-07,"Japan","all"
17992.8796839568,4.57100159413206e-07,"Japan","all"
18049.0384530851,4.49887458645403e-07,"Japan","all"
18105.1972222134,4.41503355688821e-07,"Japan","all"
18161.3559913417,4.31914523615393e-07,"Japan","all"
18217.51476047,4.2108396858855e-07,"Japan","all"
18273.6735295983,4.08955668879864e-07,"Japan","all"
18329.8322987266,3.95466858647375e-07,"Japan","all"
18385.9910678549,3.80509675786635e-07,"Japan","all"
18442.1498369832,3.64302119964663e-07,"Japan","all"
18498.3086061115,3.47288361766245e-07,"Japan","all"
18554.4673752398,3.3018413944207e-07,"Japan","all"
18610.6261443682,3.14018068100576e-07,"Japan","all"
18666.7849134965,3.00073386599735e-07,"Japan","all"
18722.9436826248,2.897674442893e-07,"Japan","all"
18779.1024517531,2.84483848417792e-07,"Japan","all"
18835.2612208814,2.85382388069993e-07,"Japan","all"
18891.4199900097,2.93217497658124e-07,"Japan","all"
18947.578759138,3.08196252744743e-07,"Japan","all"
19003.7375282663,3.29901617994066e-07,"Japan","all"
19059.8962973946,3.57366243599299e-07,"Japan","all"
19116.0550665229,3.89005305920477e-07,"Japan","all"
19172.2138356512,4.22394085316444e-07,"Japan","all"
19228.3726047795,4.55492255694788e-07,"Japan","all"
19284.5313739078,4.86418746727122e-07,"Japan","all"
19340.6901430361,5.13628609561919e-07,"Japan","all"
19396.8489121644,5.36039575417122e-07,"Japan","all"
19453.0076812927,5.53099082426556e-07,"Japan","all"
19509.166450421,5.64790033495657e-07,"Japan","all"
19565.3252195493,5.71580122328377e-07,"Japan","all"
19621.4839886776,5.74324829314574e-07,"Japan","all"
19677.6427578059,5.74137887110784e-07,"Japan","all"
19733.8015269342,5.72245018843143e-07,"Japan","all"
19789.9602960625,5.69875213957386e-07,"Japan","all"
19846.1190651909,5.68144571432241e-07,"Japan","all"
19902.2778343192,5.6769559009126e-07,"Japan","all"
19958.4366034475,5.68802099622373e-07,"Japan","all"
20014.5953725758,5.71376867387621e-07,"Japan","all"
20070.7541417041,5.74998772995914e-07,"Japan","all"
20126.9129108324,5.78969865228657e-07,"Japan","all"
20183.0716799607,5.82396279040755e-07,"Japan","all"
20239.230449089,5.842857873538e-07,"Japan","all"
20295.3892182173,5.83653756378007e-07,"Japan","all"
20351.5479873456,5.79628524361523e-07,"Japan","all"
20407.7067564739,5.71546865437473e-07,"Japan","all"
20463.8655256022,5.58983512998026e-07,"Japan","all"
20520.0242947305,5.41612050992105e-07,"Japan","all"
20576.1830638588,5.20224226686037e-07,"Japan","all"
20632.3418329871,4.95539561350129e-07,"Japan","all"
20688.5006021154,4.68511025040835e-07,"Japan","all"
20744.6593712437,4.40238974020875e-07,"Japan","all"
20800.818140372,4.11876556859238e-07,"Japan","all"
20856.9769095003,3.8453531329542e-07,"Japan","all"
20913.1356786286,3.59198384452149e-07,"Japan","all"
20969.2944477569,3.36647312399791e-07,"Japan","all"
21025.4532168852,3.17407235169167e-07,"Japan","all"
21081.6119860135,3.01714575895807e-07,"Japan","all"
21137.7707551418,2.89511045984848e-07,"Japan","all"
21193.9295242702,2.80603935609909e-07,"Japan","all"
21250.0882933985,2.74307797963767e-07,"Japan","all"
21306.2470625268,2.69838573620276e-07,"Japan","all"
21362.4058316551,2.66594072804823e-07,"Japan","all"
21418.5646007834,2.64143457360118e-07,"Japan","all"
21474.7233699117,2.6231722664362e-07,"Japan","all"
21530.88213904,2.61251644594777e-07,"Japan","all"
21587.0409081683,2.61374616098391e-07,"Japan","all"
21643.1996772966,2.63329528403928e-07,"Japan","all"
21699.3584464249,2.67844668036148e-07,"Japan","all"
21755.5172155532,2.75566663286625e-07,"Japan","all"
21811.6759846815,2.86885102248265e-07,"Japan","all"
21867.8347538098,3.0178964159421e-07,"Japan","all"
21923.9935229381,3.1988824864583e-07,"Japan","all"
21980.1522920664,3.39652979010026e-07,"Japan","all"
22036.3110611947,3.59514886900271e-07,"Japan","all"
22092.469830323,3.77724500765332e-07,"Japan","all"
22148.6285994513,3.92567184469894e-07,"Japan","all"
22204.7873685796,4.02569863608196e-07,"Japan","all"
22260.9461377079,4.06667353892571e-07,"Japan","all"
22317.1049068362,4.04305728595387e-07,"Japan","all"
22373.2636759645,3.95472444195546e-07,"Japan","all"
22429.4224450928,3.80655993304461e-07,"Japan","all"
22485.5812142212,3.6074940630099e-07,"Japan","all"
22541.7399833495,3.36919936374448e-07,"Japan","all"
22597.8987524778,3.10417420695312e-07,"Japan","all"
22654.0575216061,2.82738181623994e-07,"Japan","all"
22710.2162907344,2.55176422918248e-07,"Japan","all"
22766.3750598627,2.28735989858618e-07,"Japan","all"
22822.533828991,2.04225864648759e-07,"Japan","all"
22878.6925981193,1.82245677900487e-07,"Japan","all"
22934.8513672476,1.63179820920149e-07,"Japan","all"
22991.0101363759,1.47199908903002e-07,"Japan","all"
23047.1689055042,1.34277401263751e-07,"Japan","all"
23103.3276746325,1.24208261795623e-07,"Japan","all"
23159.4864437608,1.16649772845415e-07,"Japan","all"
23215.6452128891,1.11166629391914e-07,"Japan","all"
23271.8039820174,1.07280283180008e-07,"Japan","all"
23327.9627511457,1.04567831311604e-07,"Japan","all"
23384.121520274,1.02456410190537e-07,"Japan","all"
23440.2802894023,1.00564095282916e-07,"Japan","all"
23496.4390585306,9.85612988479023e-08,"Japan","all"
23552.5978276589,9.61624945651188e-08,"Japan","all"
23608.7565967872,9.31277013578187e-08,"Japan","all"
23664.9153659155,8.92722652465914e-08,"Japan","all"
23721.0741350439,8.4483955301978e-08,"Japan","all"
23777.2329041722,7.87430119227233e-08,"Japan","all"
23833.3916733005,7.21388432410212e-08,"Japan","all"
23889.5504424288,6.48769716674293e-08,"Japan","all"
23945.7092115571,5.72716051875012e-08,"Japan","all"
24001.8679806854,4.97449526018487e-08,"Japan","all"
24058.0267498137,4.28191006006756e-08,"Japan","all"
24114.185518942,3.69249318532396e-08,"Japan","all"
24170.3442880703,3.24356825259492e-08,"Japan","all"
24226.5030571986,2.96276012261539e-08,"Japan","all"
24282.6618263269,2.86537743764452e-08,"Japan","all"
24338.8205954552,2.95273125635139e-08,"Japan","all"
24394.9793645835,3.21141119439024e-08,"Japan","all"
24451.1381337118,3.6135798204522e-08,"Japan","all"
24507.2969028401,4.11839191969002e-08,"Japan","all"
24563.4556719684,4.67465201798514e-08,"Japan","all"
24619.6144410967,5.22475596331734e-08,"Japan","all"
24675.773210225,5.70980075924642e-08,"Japan","all"
24731.9319793533,6.06156696209162e-08,"Japan","all"
24788.0907484816,6.24427252883755e-08,"Japan","all"
24844.2495176099,6.23839510249631e-08,"Japan","all"
24900.4082867382,6.0421707452292e-08,"Japan","all"
24956.5670558665,5.67219805295833e-08,"Japan","all"
25012.7258249948,5.16028072854219e-08,"Japan","all"
25068.8845941232,4.54853856993906e-08,"Japan","all"
25125.0433632515,3.88364760383591e-08,"Japan","all"
25181.2021323798,3.21114622931206e-08,"Japan","all"
25237.3609015081,2.57065296132144e-08,"Japan","all"
25293.5196706364,1.9926131940697e-08,"Japan","all"
25349.6784397647,1.49687661970749e-08,"Japan","all"
25405.837208893,1.09604768093188e-08,"Japan","all"
25461.9959780213,7.93502388588874e-09,"Japan","all"
25518.1547471496,5.78342299685515e-09,"Japan","all"
25574.3135162779,4.44301244140933e-09,"Japan","all"
25630.4722854062,3.86447993367469e-09,"Japan","all"
25686.6310545345,4.02927718104273e-09,"Japan","all"
25742.7898236628,4.95859560719574e-09,"Japan","all"
25798.9485927911,6.7134650637755e-09,"Japan","all"
25855.1073619194,9.38618801723515e-09,"Japan","all"
25911.2661310477,1.30839722840636e-08,"Japan","all"
25967.424900176,1.79063451705533e-08,"Japan","all"
26023.5836693043,2.39187319039553e-08,"Japan","all"
26079.7424384326,3.11254049158662e-08,"Japan","all"
26135.9012075609,3.95119826481957e-08,"Japan","all"
26192.0599766892,4.87873036540113e-08,"Japan","all"
26248.2187458175,5.86129727741831e-08,"Japan","all"
26304.3775149458,6.85884434598086e-08,"Japan","all"
26360.5362840742,7.82583570561731e-08,"Japan","all"
26416.6950532025,8.71471503896e-08,"Japan","all"
26472.8538223308,9.47956773889416e-08,"Japan","all"
26529.0125914591,1.00795725402757e-07,"Japan","all"
26585.1713605874,1.04819331758851e-07,"Japan","all"
26641.3301297157,1.06641087302571e-07,"Japan","all"
26697.488898844,1.0615279795653e-07,"Japan","all"
26753.6476679723,1.03370666025356e-07,"Japan","all"
26809.8064371006,9.83895155289575e-08,"Japan","all"
26865.9652062289,9.14341354459823e-08,"Japan","all"
26922.1239753572,8.30411931812116e-08,"Japan","all"
26978.2827444855,7.36595879955311e-08,"Japan","all"
27034.4415136138,6.37662033341105e-08,"Japan","all"
27090.6002827421,5.38285835100551e-08,"Japan","all"
27146.7590518704,4.42691531048473e-08,"Japan","all"
27202.9178209987,3.54354059156451e-08,"Japan","all"
27259.076590127,2.75796697882432e-08,"Japan","all"
27315.2353592553,2.08505521338616e-08,"Japan","all"
27371.3941283836,1.52963126946576e-08,"Japan","all"
27427.5528975119,1.08785550742146e-08,"Japan","all"
27483.7116666402,7.49313712220991e-09,"Japan","all"
27539.8704357685,5.04204598980674e-09,"Japan","all"
27596.0292048969,3.30405196426492e-09,"Japan","all"
27652.1879740252,2.10042238215496e-09,"Japan","all"
27708.3467431535,1.29426083164e-09,"Japan","all"
27764.5055122818,7.72359656183607e-10,"Japan","all"
-1453.92581582967,6.40676766466032e-08,"Japan","female"
-1416.6545426409,8.08561985865055e-08,"Japan","female"
-1379.38326945213,1.02168409116882e-07,"Japan","female"
-1342.11199626337,1.28536360344324e-07,"Japan","female"
-1304.8407230746,1.60506729606755e-07,"Japan","female"
-1267.56944988584,1.98976072472626e-07,"Japan","female"
-1230.29817669707,2.44927966349521e-07,"Japan","female"
-1193.02690350831,2.99434776583886e-07,"Japan","female"
-1155.75563031954,3.66140438391771e-07,"Japan","female"
-1118.48435713077,4.45294189647523e-07,"Japan","female"
-1081.21308394201,5.37896221307233e-07,"Japan","female"
-1043.94181075324,6.45495526710086e-07,"Japan","female"
