"x","y","country"
-0.159536474336012,0.000351362396704145,"Japan"
-0.149929864564266,0.000597228997149099,"Japan"
-0.140323254792521,0.000983366707856499,"Japan"
-0.130716645020775,0.00156980489611863,"Japan"
-0.12111003524903,0.00243159408908106,"Japan"
-0.111503425477284,0.00367006462156169,"Japan"
-0.101896815705538,0.00541698511867118,"Japan"
-0.0922902059337926,0.00774411900093319,"Japan"
-0.082683596162047,0.0107323295098373,"Japan"
-0.0730769863903013,0.0144319750429298,"Japan"
-0.0634703766185557,0.0188492146381525,"Japan"
-0.05386376684681,0.0239356921859296,"Japan"
-0.0442571570750644,0.0295841493756297,"Japan"
-0.0346505473033188,0.0356318649101513,"Japan"
-0.0250439375315731,0.0418726847953276,"Japan"
-0.0154373277598275,0.04807695689178,"Japan"
-0.00583071798808182,0.0540171390299511,"Japan"
0.00377589178366383,0.0594954912533353,"Japan"
0.0133825015554095,0.0643226777487889,"Japan"
0.0229891113271551,0.068466086101063,"Japan"
0.0325957210989007,0.0719777085836782,"Japan"
0.0422023308706464,0.0749624629343644,"Japan"
0.0518089406423921,0.0775746966704268,"Japan"
0.0614155504141377,0.0799958603865846,"Japan"
0.0710221601858833,0.0824125236668257,"Japan"
0.080628769957629,0.0849980608627156,"Japan"
0.0902353797293746,0.0879001299772793,"Japan"
0.0998419895011203,0.0912346685639642,"Japan"
0.109448599272866,0.0950858042447742,"Japan"
0.119055209044612,0.0995100553030378,"Japan"
0.128661818816357,0.104554547215114,"Japan"
0.138268428588103,0.110276336164323,"Japan"
0.147875038359848,0.116635557821716,"Japan"
0.157481648131594,0.123629562612214,"Japan"
0.16708825790334,0.13124507602305,"Japan"
0.176694867675085,0.139455698885516,"Japan"
0.186301477446831,0.148219438502165,"Japan"
0.195908087218577,0.157477066818005,"Japan"
0.205514696990322,0.167151887135605,"Japan"
0.215121306762068,0.177151251853527,"Japan"
0.224727916533814,0.1873699337555,"Japan"
0.234334526305559,0.197695226026804,"Japan"
0.243941136077305,0.208013437831153,"Japan"
0.253547745849051,0.218203559235736,"Japan"
0.263154355620796,0.22816786076686,"Japan"
0.272760965392542,0.237847603063482,"Japan"
0.282367575164288,0.247208557597366,"Japan"
0.291974184936033,0.256247574487097,"Japan"
0.301580794707779,0.264993474872455,"Japan"
0.311187404479524,0.273506325862352,"Japan"
0.32079401425127,0.281875268881371,"Japan"
0.330400624023016,0.290214972302677,"Japan"
0.340007233794761,0.298660638730578,"Japan"
0.349613843566507,0.307361383392148,"Japan"
0.359220453338253,0.316471780242514,"Japan"
0.368827063109998,0.326149610329485,"Japan"
0.378433672881744,0.336588908017678,"Japan"
0.38804028265349,0.347831177815988,"Japan"
0.397646892425235,0.359917918019077,"Japan"
0.407253502196981,0.37283672636339,"Japan"
0.416860111968727,0.386518901802456,"Japan"
0.426466721740472,0.400842261277808,"Japan"
0.436073331512218,0.415638918265527,"Japan"
0.445679941283963,0.430707131963503,"Japan"
0.455286551055709,0.445825893253871,"Japan"
0.464893160827455,0.460770716430096,"Japan"
0.4744997705992,0.475329160293403,"Japan"
0.484106380370946,0.489314872540967,"Japan"
0.493712990142692,0.502533582947722,"Japan"
0.503319599914437,0.51489157861628,"Japan"
0.512926209686183,0.526389082628519,"Japan"
0.522532819457929,0.537053756087936,"Japan"
0.532139429229674,0.546967381996514,"Japan"
0.54174603900142,0.556259976639618,"Japan"
0.551352648773166,0.565099817460381,"Japan"
0.560959258544911,0.57367950572,"Japan"
0.570565868316657,0.582198768122507,"Japan"
0.580172478088403,0.590845346619454,"Japan"
0.589779087860148,0.599775899097823,"Japan"
0.599385697631894,0.60909920581524,"Japan"
0.608992307403639,0.61886575626064,"Japan"
0.618598917175385,0.629084843349408,"Japan"
0.628205526947131,0.639619319505415,"Japan"
0.637812136718876,0.650329173145426,"Japan"
0.647418746490622,0.661051762275635,"Japan"
0.657025356262368,0.671624419825186,"Japan"
0.666631966034113,0.681906620711182,"Japan"
0.676238575805859,0.691799103032318,"Japan"
0.685845185577605,0.70125773491447,"Japan"
0.69545179534935,0.710300522739667,"Japan"
0.705058405121096,0.719006920881456,"Japan"
0.714665014892842,0.727509471202171,"Japan"
0.724271624664587,0.735978703185868,"Japan"
0.733878234436333,0.744620393794414,"Japan"
0.743484844208078,0.753640488130526,"Japan"
0.753091453979824,0.763171691047369,"Japan"
0.76269806375157,0.773303224692149,"Japan"
0.772304673523315,0.784064288862964,"Japan"
0.781911283295061,0.795421619131233,"Japan"
0.791517893066807,0.807282855226286,"Japan"
0.801124502838552,0.819504677632174,"Japan"
0.810731112610298,0.831904430113582,"Japan"
0.820337722382044,0.844273911997609,"Japan"
0.829944332153789,0.856394141490877,"Japan"
0.839550941925535,0.868050095945214,"Japan"
0.849157551697281,0.879044659884149,"Japan"
0.858764161469026,0.889122705538536,"Japan"
0.868370771240772,0.898232367641047,"Japan"
0.877977381012518,0.906319262942103,"Japan"
0.887583990784263,0.913379957978707,"Japan"
0.897190600556009,0.91946229721095,"Japan"
0.906797210327754,0.924658047718099,"Japan"
0.9164038200995,0.929090586162832,"Japan"
0.926010429871246,0.93289839449947,"Japan"
0.935617039642991,0.936215970553454,"Japan"
0.945223649414737,0.939154533074783,"Japan"
0.954830259186483,0.941785427227825,"Japan"
0.964436868958228,0.944129239609594,"Japan"
0.974043478729974,0.946136322559804,"Japan"
0.98365008850172,0.94770555038355,"Japan"
0.993256698273465,0.9487446821439,"Japan"
1.00286330804521,0.949148830736733,"Japan"
1.01246991781696,0.948839812421012,"Japan"
1.0220765275887,0.947781427905256,"Japan"
1.03168313736045,0.945985265684431,"Japan"
1.04128974713219,0.94350593957056,"Japan"
1.05089635690394,0.940426747176574,"Japan"
1.06050296667568,0.93683863605528,"Japan"
1.07010957644743,0.93281678569775,"Japan"
1.07971618621918,0.92839980750596,"Japan"
1.08932279599092,0.923576352572287,"Japan"
1.09892940576267,0.918232122971455,"Japan"
1.10853601553441,0.912281406637493,"Japan"
1.11814262530616,0.905608179785423,"Japan"
1.1277492350779,0.898109943311724,"Japan"
1.13735584484965,0.889724609771001,"Japan"
1.1469624546214,0.88044333173891,"Japan"
1.15656906439314,0.870312379654498,"Japan"
1.16617567416489,0.859424612277186,"Japan"
1.17578228393663,0.847903235625965,"Japan"
1.18538889370838,0.835881941539671,"Japan"
1.19499550348012,0.823485934323234,"Japan"
1.20460211325187,0.810817745709635,"Japan"
1.21420872302362,0.797945191454716,"Japan"
1.22381533279536,0.784910538719772,"Japan"
1.23342194256711,0.771743856036807,"Japan"
1.24302855233885,0.758455243927786,"Japan"
1.2526351621106,0.74505497359933,"Japan"
1.26224177188234,0.731558227993811,"Japan"
1.27184838165409,0.717986448507288,"Japan"
1.28145499142583,0.70436584846934,"Japan"
1.29106160119758,0.690724108029479,"Japan"
1.30066821096933,0.677086434260699,"Japan"
1.31027482074107,0.663472107164468,"Japan"
1.31988143051282,0.649892401317737,"Japan"
1.32948804028456,0.636350441924325,"Japan"
1.33909465005631,0.622845452382582,"Japan"
1.34870125982805,0.609370543793659,"Japan"
1.3583078695998,0.595926193668545,"Japan"
1.36791447937155,0.582523870388076,"Japan"
1.37752108914329,0.569188633478794,"Japan"
1.38712769891504,0.555960040401644,"Japan"
1.39673430868678,0.542890413476093,"Japan"
1.40634091845853,0.530040573479698,"Japan"
1.41594752823027,0.517473557334901,"Japan"
1.42555413800202,0.505247162492704,"Japan"
1.43516074777376,0.493406358223035,"Japan"
1.44476735754551,0.481976651277142,"Japan"
1.45437396731726,0.47096920547619,"Japan"
1.463980577089,0.460368446919445,"Japan"
1.47358718686075,0.450089696608129,"Japan"
1.48319379663249,0.440060487235738,"Japan"
1.49280040640424,0.430200985387635,"Japan"
