"x","y","country"
12096.2066440686,1.23101958331647e-05,"Japan"
12152.3654038955,1.19637178119276e-05,"Japan"
12208.5241637224,1.1630506095832e-05,"Japan"
12264.6829235492,1.13165758813642e-05,"Japan"
12320.8416833761,1.10253244471676e-05,"Japan"
12377.000443203,1.07570137875861e-05,"Japan"
12433.1592030298,1.05087585392045e-05,"Japan"
12489.3179628567,1.02749744526948e-05,"Japan"
12545.4767226836,1.00481842340718e-05,"Japan"
12601.6354825104,9.82004368952091e-06,"Japan"
12657.7942423373,9.58244185913008e-06,"Japan"
12713.9530021642,9.32846224945902e-06,"Japan"
12770.111761991,9.05142162607625e-06,"Japan"
12826.2705218179,8.75188440848551e-06,"Japan"
12882.4292816448,8.43191045950618e-06,"Japan"
12938.5880414716,8.09627055023404e-06,"Japan"
12994.7468012985,7.75188251112279e-06,"Japan"
13050.9055611254,7.40702536621129e-06,"Japan"
13107.0643209522,7.07042686305288e-06,"Japan"
13163.2230807791,6.7503346541648e-06,"Japan"
13219.381840606,6.4536811021854e-06,"Japan"
13275.5406004328,6.18543579190871e-06,"Japan"
13331.6993602597,5.94821055475527e-06,"Japan"
13387.8581200866,5.74214376442267e-06,"Japan"
13444.0168799134,5.56618663487383e-06,"Japan"
13500.1756397403,5.41530471299622e-06,"Japan"
13556.3343995672,5.28235349450159e-06,"Japan"
13612.493159394,5.16108816997555e-06,"Japan"
13668.6519192209,5.04544446782184e-06,"Japan"
13724.8106790478,4.93015033360626e-06,"Japan"
13780.9694388746,4.81126298885178e-06,"Japan"
13837.1281987015,4.68657972093609e-06,"Japan"
13893.2869585284,4.5558652073033e-06,"Japan"
13949.4457183552,4.42084329695926e-06,"Japan"
14005.6044781821,4.28492044608034e-06,"Japan"
14061.763238009,4.15264196695931e-06,"Japan"
14117.9219978358,4.02892802663937e-06,"Japan"
14174.0807576627,3.91964900905897e-06,"Japan"
14230.2395174896,3.82646292502945e-06,"Japan"
14286.3982773164,3.74947993807746e-06,"Japan"
14342.5570371433,3.68659028096409e-06,"Japan"
14398.7157969702,3.63373027028449e-06,"Japan"
14454.874556797,3.58551916610129e-06,"Japan"
14511.0333166239,3.53610163241905e-06,"Japan"
14567.1920764508,3.48005222608978e-06,"Japan"
14623.3508362776,3.41319545817958e-06,"Japan"
14679.5095961045,3.33321407844444e-06,"Japan"
14735.6683559314,3.23995506074907e-06,"Japan"
14791.8271157582,3.13539145080462e-06,"Japan"
14847.9858755851,3.0231718577038e-06,"Japan"
14904.144635412,2.9088471598918e-06,"Japan"
14960.3033952388,2.79776236449943e-06,"Japan"
15016.4621550657,2.69402913146925e-06,"Japan"
15072.6209148926,2.60039574275761e-06,"Japan"
15128.7796747194,2.51798279146285e-06,"Japan"
15184.9384345463,2.44630710557982e-06,"Japan"
15241.0971943732,2.38356596333319e-06,"Japan"
15297.2559542,2.32711351307581e-06,"Japan"
15353.4147140269,2.27403344211966e-06,"Japan"
15409.5734738538,2.22170015405014e-06,"Japan"
15465.7322336806,2.16822696627642e-06,"Japan"
15521.8909935075,2.11272399115018e-06,"Japan"
15578.0497533344,2.05527448668711e-06,"Japan"
15634.2085131612,1.99718368139691e-06,"Japan"
15690.3672729881,1.93991863803748e-06,"Japan"
15746.526032815,1.88485722560419e-06,"Japan"
15802.6847926418,1.83303806595482e-06,"Japan"
15858.8435524687,1.78502609424127e-06,"Japan"
15915.0023122955,1.74091419688663e-06,"Japan"
15971.1610721224,1.70043044887733e-06,"Japan"
16027.3198319493,1.66310111619885e-06,"Japan"
16083.4785917761,1.6284139820622e-06,"Japan"
16139.637351603,1.595934236337e-06,"Japan"
16195.7961114299,1.56534352193571e-06,"Japan"
16251.9548712567,1.53643943706214e-06,"Japan"
16308.1136310836,1.50891050737704e-06,"Japan"
16364.2723909105,1.48212305720494e-06,"Japan"
16420.4311507373,1.45525586020592e-06,"Japan"
16476.5899105642,1.42719494032992e-06,"Japan"
16532.7486703911,1.39660387869146e-06,"Japan"
16588.9074302179,1.3620585659505e-06,"Japan"
16645.0661900448,1.32222693316548e-06,"Japan"
16701.2249498717,1.27606740769043e-06,"Japan"
16757.3837096985,1.22301623252326e-06,"Japan"
16813.5424695254,1.16313353523451e-06,"Japan"
16869.7012293523,1.09718136792155e-06,"Japan"
16925.8599891791,1.02661411152046e-06,"Japan"
16982.018749006,9.53497827628648e-07,"Japan"
17038.1775088329,8.80714587667141e-07,"Japan"
17094.3362686597,8.10783983656065e-07,"Japan"
17150.4950284866,7.45910068693483e-07,"Japan"
17206.6537883135,6.87816252000937e-07,"Japan"
17262.8125481403,6.37616427754508e-07,"Japan"
17318.9713079672,5.95775580895937e-07,"Japan"
17375.1300677941,5.62153491323432e-07,"Japan"
17431.2888276209,5.3611251417372e-07,"Japan"
17487.4475874478,5.16662874451407e-07,"Japan"
17543.6063472747,5.02617203971068e-07,"Japan"
17599.7651071015,4.92729926840872e-07,"Japan"
17655.9238669284,4.85850196760194e-07,"Japan"
17712.0826267553,4.808656088729e-07,"Japan"
17768.2413865821,4.76714199130891e-07,"Japan"
17824.400146409,4.727088627166e-07,"Japan"
17880.5589062359,4.6832797443874e-07,"Japan"
17936.7176660627,4.63203276704828e-07,"Japan"
17992.8764258896,4.57099913014325e-07,"Japan"
18049.0351857165,4.49887519756117e-07,"Japan"
18105.1939455433,4.41503724651126e-07,"Japan"
18161.3527053702,4.31915163486427e-07,"Japan"
18217.5114651971,4.21084817519118e-07,"Japan"
18273.6702250239,4.08956654729331e-07,"Japan"
18329.8289848508,3.95467912245498e-07,"Japan"
18385.9877446777,3.80510734270214e-07,"Japan"
18442.1465045045,3.64303145409692e-07,"Japan"
18498.3052643314,3.47289324225469e-07,"Japan"
18554.4640241583,3.301850117086e-07,"Japan"
18610.6227839851,3.14018819746761e-07,"Japan"
18666.781543812,3.00073981322993e-07,"Japan"
18722.9403036389,2.89767841693594e-07,"Japan"
18779.0990634657,2.84484009947819e-07,"Japan"
18835.2578232926,2.85382285571516e-07,"Japan"
18891.4165831195,2.93217122246256e-07,"Japan"
18947.5753429463,3.08195621486231e-07,"Japan"
19003.7341027732,3.29900776370284e-07,"Japan"
19059.8928626001,3.57365274322606e-07,"Japan"
19116.0516224269,3.89004288671285e-07,"Japan"
19172.2103822538,4.2239311171707e-07,"Japan"
19228.3691420807,4.55491406850827e-07,"Japan"
19284.5279019075,4.86418081886044e-07,"Japan"
19340.6866617344,5.13628157934047e-07,"Japan"
19396.8454215613,5.36039332133241e-07,"Japan"
19453.0041813881,5.5309900907245e-07,"Japan"
19509.162941215,5.6479006319138e-07,"Japan"
19565.3217010419,5.71580168893508e-07,"Japan"
19621.4804608687,5.7432479965149e-07,"Japan"
19677.6392206956,5.74137695528172e-07,"Japan"
19733.7979805225,5.72244601644612e-07,"Japan"
19789.9567403493,5.69874545648778e-07,"Japan"
19846.1155001762,5.68143675685223e-07,"Japan"
19902.2742600031,5.67694534739131e-07,"Japan"
19958.4330198299,5.68800990392903e-07,"Japan"
20014.5917796568,5.7137583512132e-07,"Japan"
20070.7505394837,5.74997956804746e-07,"Japan"
20126.9092993105,5.78969394163573e-07,"Japan"
20183.0680591374,5.82396255048423e-07,"Japan"
20239.2268189643,5.84286272036969e-07,"Japan"
20295.3855787911,5.8365476339413e-07,"Japan"
20351.544338618,5.79630018326892e-07,"Japan"
20407.7030984449,5.71548767118911e-07,"Japan"
20463.8618582717,5.58985693679264e-07,"Japan"
20520.0206180986,5.41614381905432e-07,"Japan"
20576.1793779255,5.20226571995141e-07,"Japan"
20632.3381377523,4.95541793809416e-07,"Japan"
20688.4968975792,4.68513033652541e-07,"Japan"
20744.6556574061,4.40240668593716e-07,"Japan"
20800.8144172329,4.118778701719e-07,"Japan"
20856.9731770598,3.84536201869554e-07,"Japan"
20913.1319368866,3.59198828890253e-07,"Japan"
20969.2906967135,3.36647317888407e-07,"Japan"
21025.4494565404,3.17406832197234e-07,"Japan"
21081.6082163672,3.01713820650157e-07,"Japan"
21137.7669761941,2.89510019444033e-07,"Japan"
21193.925736021,2.80602755547908e-07,"Japan"
21250.0844958478,2.7430657526543e-07,"Japan"
21306.2432556747,2.6983742834193e-07,"Japan"
21362.4020155016,2.66593115458426e-07,"Japan"
21418.5607753284,2.64142778208912e-07,"Japan"
21474.7195351553,2.62316887848798e-07,"Japan"
21530.8782949822,2.61251676530272e-07,"Japan"
21587.037054809,2.61375018223961e-07,"Japan"
21643.1958146359,2.63330274087154e-07,"Japan"
21699.3545744628,2.67845711892917e-07,"Japan"
21755.5133342896,2.7556794917281e-07,"Japan"
21811.6720941165,2.86886570100268e-07,"Japan"
21867.8308539434,3.01791243136766e-07,"Japan"
21923.9896137702,3.19889904533039e-07,"Japan"
21980.1483735971,3.39654631990448e-07,"Japan"
22036.307133424,3.59516482103184e-07,"Japan"
22092.4658932508,3.77725986492008e-07,"Japan"
22148.6246530777,3.92568514263394e-07,"Japan"
22204.7834129046,4.0257099932375e-07,"Japan"
22260.9421727314,4.06668269012625e-07,"Japan"
22317.1009325583,4.04306410818317e-07,"Japan"
22373.2596923852,3.95472896408926e-07,"Japan"
22429.418452212,3.80656232403196e-07,"Japan"
22485.5772120389,3.60749459843119e-07,"Japan"
22541.7359718658,3.36919837652194e-07,"Japan"
22597.8947316926,3.10417200074281e-07,"Japan"
22654.0534915195,2.82737878973827e-07,"Japan"
22710.2122513464,2.55176057984288e-07,"Japan"
22766.3710111732,2.28735576053688e-07,"Japan"
22822.5297710001,2.04225411968884e-07,"Japan"
22878.688530827,1.8224519662108e-07,"Japan"
22934.8472906538,1.63179324899226e-07,"Japan"
22991.0060504807,1.47199417465374e-07,"Japan"
23047.1648103076,1.34276939052497e-07,"Japan"
23103.3235701344,1.24207856557945e-07,"Japan"
23159.4823299613,1.16649451725418e-07,"Japan"
23215.6410897882,1.11166414769157e-07,"Japan"
23271.799849615,1.07280189275384e-07,"Japan"
23327.9586094419,1.04567864668117e-07,"Japan"
23384.1173692688,1.02456560553506e-07,"Japan"
23440.2761290956,1.0056435224065e-07,"Japan"
23496.4348889225,9.85616503759493e-08,"Japan"
23552.5936487494,9.61629297300648e-08,"Japan"
23608.7524085762,9.31282115060085e-08,"Japan"
23664.9111684031,8.92728434568088e-08,"Japan"
23721.06992823,8.44845944347689e-08,"Japan"
23777.2286880568,7.87437020075631e-08,"Japan"
23833.3874478837,7.2139569106864e-08,"Japan"
23889.5462077106,6.48777116161437e-08,"Japan"
23945.7049675374,5.72723311829729e-08,"Japan"
24001.8637273643,4.97456335541924e-08,"Japan"
24058.0224871912,4.28197004050732e-08,"Japan"
24114.181247018,3.69254190271559e-08,"Japan"
24170.3400068449,3.24360314036565e-08,"Japan"
24226.4987666718,2.96277946034387e-08,"Japan"
24282.6575264986,2.86538054522907e-08,"Japan"
24338.8162863255,2.9527186158474e-08,"Japan"
24394.9750461524,3.2113844967062e-08,"Japan"
24451.1338059792,3.61354192750802e-08,"Japan"
24507.2925658061,4.11834672638881e-08,"Japan"
24563.451325633,4.67460419845139e-08,"Japan"
24619.6100854598,5.22471059638269e-08,"Japan"
24675.7688452867,5.70976284978635e-08,"Japan"
24731.9276051136,6.06154026403691e-08,"Japan"
24788.0863649404,6.24426079554666e-08,"Japan"
24844.2451247673,6.2383998233055e-08,"Japan"
24900.4038845942,6.04219170510602e-08,"Japan"
24956.562644421,5.6722334408752e-08,"Japan"
25012.7214042479,5.16032745975221e-08,"Japan"
25068.8801640748,4.54859275892434e-08,"Japan"
25125.0389239016,3.88370510005434e-08,"Japan"
25181.1976837285,3.21120312250121e-08,"Japan"
25237.3564435554,2.57070597648331e-08,"Japan"
25293.5152033822,1.99265992387273e-08,"Japan"
25349.6739632091,1.49691557676969e-08,"Japan"
25405.832723036,1.09607869677506e-08,"Japan"
25461.9914828628,7.93524838557761e-09,"Japan"
25518.1502426897,5.78356312136736e-09,"Japan"
25574.3090025166,4.44306864986604e-09,"Japan"
25630.4677623434,3.8644496388276e-09,"Japan"
25686.6265221703,4.02915350223603e-09,"Japan"
25742.7852819972,4.95836733928109e-09,"Japan"
25798.944041824,6.71311799809231e-09,"Japan"
25855.1028016509,9.38570761492515e-09,"Japan"
25911.2615614777,1.30833475200324e-08,"Japan"
25967.4203213046,1.7905573138938e-08,"Japan"
26023.5790811315,2.39178225254492e-08,"Japan"
26079.7378409583,3.11243848607649e-08,"Japan"
26135.8966007852,3.95109074435778e-08,"Japan"
26192.0553606121,4.87862331125802e-08,"Japan"
26248.2141204389,5.86119836962934e-08,"Japan"
26304.3728802658,6.85876156657332e-08,"Japan"
26360.5316400927,7.82577633653043e-08,"Japan"
26416.6903999195,8.71468466697205e-08,"Japan"
26472.8491597464,9.47956944765678e-08,"Japan"
26529.0079195733,1.0079606441621e-07,"Japan"
26585.1666794001,1.04819963719165e-07,"Japan"
26641.325439227,1.06641957171274e-07,"Japan"
26697.4841990539,1.06153832362131e-07,"Japan"
26753.6429588807,1.03371783260083e-07,"Japan"
26809.8017187076,9.83906229793804e-08,"Japan"
26865.9604785345,9.14351767684073e-08,"Japan"
26922.1192383613,8.3042122342494e-08,"Japan"
26978.2779981882,7.36603782977755e-08,"Japan"
27034.4367580151,6.37668458087696e-08,"Japan"
27090.5955178419,5.38290834356087e-08,"Japan"
27146.7542776688,4.42695256370852e-08,"Japan"
27202.9130374957,3.54356716965637e-08,"Japan"
27259.0717973225,2.75798511631041e-08,"Japan"
27315.2305571494,2.08506703310245e-08,"Japan"
27371.3893169763,1.52963860672238e-08,"Japan"
27427.5480768031,1.0878598304566e-08,"Japan"
27483.70683663,7.49316116944724e-09,"Japan"
27539.8655964569,5.04206331285014e-09,"Japan"
27596.0243562837,3.30406172780623e-09,"Japan"
27652.1831161106,2.10042766069066e-09,"Japan"
27708.3418759375,1.29426355809707e-09,"Japan"
27764.5006357643,7.72360995017007e-10,"Japan"
-823.736450632385,9.9409107031451e-08,"United Kingdom"
-753.928130259459,2.11435113841606e-07,"United Kingdom"
-684.119809886534,4.21396465812255e-07,"United Kingdom"
-614.311489513609,7.8808432014019e-07,"United Kingdom"
-544.503169140684,1.38513550463898e-06,"United Kingdom"
-474.694848767759,2.29182405893782e-06,"United Kingdom"
-404.886528394833,3.57628253711407e-06,"United Kingdom"
-335.078208021908,5.27350994243675e-06,"United Kingdom"
-265.269887648983,7.36406905481117e-06,"United Kingdom"
-195.461567276058,9.76167275758267e-06,"United Kingdom"
-125.653246903133,1.23171885626372e-05,"United Kingdom"
-55.8449265302073,1.48422107004723e-05,"United Kingdom"
13.9633938427178,1.71482578585587e-05,"United Kingdom"
83.771714215643,1.90906301336359e-05,"United Kingdom"
153.580034588568,2.06025445924184e-05,"United Kingdom"
223.388354961493,2.16918044653189e-05,"United Kingdom"
293.196675334419,2.24926973341278e-05,"United Kingdom"
363.004995707344,2.31578766691587e-05,"United Kingdom"
432.813316080269,2.38361431649786e-05,"United Kingdom"
502.621636453194,2.46506613963974e-05,"United Kingdom"
572.429956826119,2.56862669178875e-05,"United Kingdom"
642.238277199045,2.6987961162567e-05,"United Kingdom"
712.04659757197,2.85664544439703e-05,"United Kingdom"
781.854917944895,3.04068619558169e-05,"United Kingdom"
851.66323831782,3.24781657706716e-05,"United Kingdom"
921.471558690745,3.47424427094787e-05,"United Kingdom"
991.27987906367,3.71633735980885e-05,"United Kingdom"
1061.0881994366,3.97132501743414e-05,"United Kingdom"
1130.89651980952,4.23772030711479e-05,"United Kingdom"
1200.70484018245,4.51534121752086e-05,"United Kingdom"
1270.51316055537,4.80489956197354e-05,"United Kingdom"
1340.3214809283,5.10728517153972e-05,"United Kingdom"
1410.12980130122,5.42330365413905e-05,"United Kingdom"
1479.93812167415,5.75180482853305e-05,"United Kingdom"
1549.74644204707,6.09044026891452e-05,"United Kingdom"
1619.55476242,6.43654665928896e-05,"United Kingdom"
1689.36308279292,6.78720377495803e-05,"United Kingdom"
1759.17140316585,7.13944402118788e-05,"United Kingdom"
1828.97972353877,7.49028165326708e-05,"United Kingdom"
1898.7880439117,7.8367278423541e-05,"United Kingdom"
1968.59636428462,8.17599381658038e-05,"United Kingdom"
2038.40468465755,8.50596882202972e-05,"United Kingdom"
2108.21300503047,8.82585865785584e-05,"United Kingdom"
2178.0213254034,9.1366984233155e-05,"United Kingdom"
2247.82964577632,9.44141275282839e-05,"United Kingdom"
2317.63796614925,9.74422879966937e-05,"United Kingdom"
2387.44628652217,0.00010049508011604,"United Kingdom"
2457.2546068951,0.000103603398982294,"United Kingdom"
2527.06292726802,0.000106774006818776,"United Kingdom"
2596.87124764095,0.000109985045668957,"United Kingdom"
